datetime,cpu
Sun Oct 18 15:57:53 GMT 2020,17
Sun Oct 18 15:57:53 GMT 2020,17
Sun Oct 18 15:57:54 GMT 2020,17
Sun Oct 18 15:57:54 GMT 2020,17
Sun Oct 18 15:57:54 GMT 2020,17
Sun Oct 18 15:57:54 GMT 2020,17
Sun Oct 18 15:57:55 GMT 2020,17
Sun Oct 18 15:57:55 GMT 2020,17
Sun Oct 18 15:57:55 GMT 2020,17
Sun Oct 18 15:57:55 GMT 2020,17
Sun Oct 18 15:57:56 GMT 2020,17
Sun Oct 18 15:57:56 GMT 2020,17
Sun Oct 18 15:57:56 GMT 2020,17
Sun Oct 18 15:57:56 GMT 2020,17
Sun Oct 18 15:57:57 GMT 2020,17
Sun Oct 18 15:57:57 GMT 2020,17
Sun Oct 18 15:57:57 GMT 2020,17
Sun Oct 18 15:57:57 GMT 2020,17
Sun Oct 18 15:57:58 GMT 2020,17
Sun Oct 18 15:57:58 GMT 2020,17
Sun Oct 18 15:57:58 GMT 2020,17
Sun Oct 18 15:57:58 GMT 2020,17
Sun Oct 18 15:57:59 GMT 2020,17
Sun Oct 18 15:57:59 GMT 2020,17
Sun Oct 18 15:57:59 GMT 2020,17
Sun Oct 18 15:57:59 GMT 2020,17
Sun Oct 18 15:58:00 GMT 2020,10
Sun Oct 18 15:58:00 GMT 2020,10
Sun Oct 18 15:58:00 GMT 2020,10
Sun Oct 18 15:58:00 GMT 2020,10
Sun Oct 18 15:58:01 GMT 2020,10
Sun Oct 18 15:58:01 GMT 2020,10
Sun Oct 18 15:58:01 GMT 2020,10
Sun Oct 18 15:58:01 GMT 2020,10
Sun Oct 18 15:58:02 GMT 2020,10
Sun Oct 18 15:58:02 GMT 2020,10
Sun Oct 18 15:58:02 GMT 2020,10
Sun Oct 18 15:58:02 GMT 2020,10
Sun Oct 18 15:58:03 GMT 2020,10
Sun Oct 18 15:58:03 GMT 2020,10
Sun Oct 18 15:58:03 GMT 2020,10
Sun Oct 18 15:58:03 GMT 2020,10
Sun Oct 18 15:58:04 GMT 2020,10
Sun Oct 18 15:58:04 GMT 2020,10
Sun Oct 18 15:58:04 GMT 2020,10
Sun Oct 18 15:58:04 GMT 2020,10
Sun Oct 18 15:58:05 GMT 2020,10
Sun Oct 18 15:58:05 GMT 2020,10
Sun Oct 18 15:58:05 GMT 2020,10
Sun Oct 18 15:58:05 GMT 2020,16
Sun Oct 18 15:58:05 GMT 2020,16
